	ORF	Gene	SGDID	GO_Aspect	GO_Slim_Term	GOID	Feature_type	Feature_typed_Filtered
32904	YNL227C	JJJ1	S000005171	P	nuclear transport	GO:0051169	ORF|Verified	True
32905	YNL227C	JJJ1	S000005171	P	rRNA processing	GO:0006364	ORF|Verified	True
32906	YNL227C	JJJ1	S000005171	P	ribosomal large subunit biogenesis	GO:0042273	ORF|Verified	True
32907	YNL227C	JJJ1	S000005171	P	ribosomal subunit export from nucleus	GO:0000054	ORF|Verified	True
32914	YNL229C	URE2	S000005173	P	nuclear transport	GO:0051169	ORF|Verified	True
32915	YNL229C	URE2	S000005173	P	protein modification by small protein conjugation or removal	GO:0070647	ORF|Verified	True
32916	YNL229C	URE2	S000005173	P	protein targeting	GO:0006605	ORF|Verified	True
32917	YNL229C	URE2	S000005173	P	regulation of transport	GO:0051049	ORF|Verified	True
32918	YNL229C	URE2	S000005173	P	response to chemical	GO:0042221	ORF|Verified	True
32922	YNL230C	ELA1	S000005174	P	protein modification by small protein conjugation or removal	GO:0070647	ORF|Verified	True
32923	YNL230C	ELA1	S000005174	P	proteolysis involved in cellular protein catabolic process	GO:0051603	ORF|Verified	True
32928	YNL231C	PDR16	S000005175	P	ion transport	GO:0006811	ORF|Verified	True
32929	YNL231C	PDR16	S000005175	P	lipid metabolic process	GO:0006629	ORF|Verified	True
32930	YNL231C	PDR16	S000005175	P	lipid transport	GO:0006869	ORF|Verified	True
32931	YNL231C	PDR16	S000005175	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
32932	YNL231C	PDR16	S000005175	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
32933	YNL231C	PDR16	S000005175	P	response to chemical	GO:0042221	ORF|Verified	True
32934	YNL231C	PDR16	S000005175	P	sporulation	GO:0043934	ORF|Verified	True
32938	YNL232W	CSL4	S000005176	P	RNA catabolic process	GO:0006401	ORF|Verified	True
32939	YNL232W	CSL4	S000005176	P	nuclear transport	GO:0051169	ORF|Verified	True
32940	YNL232W	CSL4	S000005176	P	nucleobase-containing compound transport	GO:0015931	ORF|Verified	True
32941	YNL232W	CSL4	S000005176	P	rRNA processing	GO:0006364	ORF|Verified	True
32942	YNL232W	CSL4	S000005176	P	snoRNA processing	GO:0043144	ORF|Verified	True
32949	YNL233W	BNI4	S000005177	P	cytokinesis	GO:0000910	ORF|Verified	True
32950	YNL233W	BNI4	S000005177	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
32955	YNL234W	YNL234W	S000005178	P	biological_process	GO:0008150	ORF|Verified	True
32961	YNL236W	SIN4	S000005180	P	DNA-templated transcription, initiation	GO:0006352	ORF|Verified	True
32962	YNL236W	SIN4	S000005180	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
32965	YNL237W	YTP1	S000005181	P	biological_process	GO:0008150	ORF|Verified	True
32972	YNL238W	KEX2	S000005182	P	protein maturation	GO:0051604	ORF|Verified	True
32980	YNL239W	LAP3	S000005183	P	cellular amino acid metabolic process	GO:0006520	ORF|Verified	True
32981	YNL239W	LAP3	S000005183	P	response to chemical	GO:0042221	ORF|Verified	True
32982	YNL239W	LAP3	S000005183	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
32986	YNL240C	NAR1	S000005184	P	cofactor metabolic process	GO:0051186	ORF|Verified	True
32989	YNL241C	ZWF1	S000005185	P	cofactor metabolic process	GO:0051186	ORF|Verified	True
32990	YNL241C	ZWF1	S000005185	P	nucleobase-containing small molecule metabolic process	GO:0055086	ORF|Verified	True
32991	YNL241C	ZWF1	S000005185	P	response to chemical	GO:0042221	ORF|Verified	True
32992	YNL241C	ZWF1	S000005185	P	response to oxidative stress	GO:0006979	ORF|Verified	True
32997	YNL242W	ATG2	S000005186	P	mitochondrion organization	GO:0007005	ORF|Verified	True
32998	YNL242W	ATG2	S000005186	P	organelle assembly	GO:0070925	ORF|Verified	True
32999	YNL242W	ATG2	S000005186	P	protein targeting	GO:0006605	ORF|Verified	True
33000	YNL242W	ATG2	S000005186	P	vacuole organization	GO:0007033	ORF|Verified	True
33007	YNL243W	SLA2	S000005187	P	cell budding	GO:0007114	ORF|Verified	True
33008	YNL243W	SLA2	S000005187	P	cell wall organization or biogenesis	GO:0071554	ORF|Verified	True
33009	YNL243W	SLA2	S000005187	P	cytokinesis	GO:0000910	ORF|Verified	True
33010	YNL243W	SLA2	S000005187	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
33011	YNL243W	SLA2	S000005187	P	endocytosis	GO:0006897	ORF|Verified	True
33012	YNL243W	SLA2	S000005187	P	exocytosis	GO:0006887	ORF|Verified	True
33013	YNL243W	SLA2	S000005187	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
33017	YNL244C	SUI1	S000005188	P	translational initiation	GO:0006413	ORF|Verified	True
33020	YNL245C	CWC25	S000005189	P	RNA splicing	GO:0008380	ORF|Verified	True
33021	YNL245C	CWC25	S000005189	P	mRNA processing	GO:0006397	ORF|Verified	True
33027	YNL246W	VPS75	S000005190	P	DNA repair	GO:0006281	ORF|Verified	True
33028	YNL246W	VPS75	S000005190	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
33029	YNL246W	VPS75	S000005190	P	chromatin organization	GO:0006325	ORF|Verified	True
33030	YNL246W	VPS75	S000005190	P	histone modification	GO:0016570	ORF|Verified	True
33031	YNL246W	VPS75	S000005190	P	peptidyl-amino acid modification	GO:0018193	ORF|Verified	True
33032	YNL246W	VPS75	S000005190	P	protein acylation	GO:0043543	ORF|Verified	True
33033	YNL246W	VPS75	S000005190	P	regulation of protein modification process	GO:0031399	ORF|Verified	True
33037	YNL247W	YNL247W	S000005191	P	cellular amino acid metabolic process	GO:0006520	ORF|Verified	True
33038	YNL247W	YNL247W	S000005191	P	tRNA aminoacylation for protein translation	GO:0006418	ORF|Verified	True
33043	YNL248C	RPA49	S000005192	P	DNA-templated transcription, elongation	GO:0006354	ORF|Verified	True
33044	YNL248C	RPA49	S000005192	P	transcription from RNA polymerase I promoter	GO:0006360	ORF|Verified	True
33048	YNL249C	MPA43	S000005193	P	biological_process	GO:0008150	ORF|Verified	True
33057	YNL250W	RAD50	S000005194	P	DNA recombination	GO:0006310	ORF|Verified	True
33058	YNL250W	RAD50	S000005194	P	DNA repair	GO:0006281	ORF|Verified	True
33059	YNL250W	RAD50	S000005194	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
33060	YNL250W	RAD50	S000005194	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
33061	YNL250W	RAD50	S000005194	P	organelle fission	GO:0048285	ORF|Verified	True
33062	YNL250W	RAD50	S000005194	P	regulation of DNA metabolic process	GO:0051052	ORF|Verified	True
33063	YNL250W	RAD50	S000005194	P	telomere organization	GO:0032200	ORF|Verified	True
33067	YNL251C	NRD1	S000005195	P	DNA-templated transcription, termination	GO:0006353	ORF|Verified	True
33068	YNL251C	NRD1	S000005195	P	RNA catabolic process	GO:0006401	ORF|Verified	True
33069	YNL251C	NRD1	S000005195	P	mRNA processing	GO:0006397	ORF|Verified	True
33070	YNL251C	NRD1	S000005195	P	snoRNA processing	GO:0043144	ORF|Verified	True
33071	YNL251C	NRD1	S000005195	P	tRNA processing	GO:0008033	ORF|Verified	True
33072	YNL251C	NRD1	S000005195	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
33078	YNL252C	MRPL17	S000005196	P	mitochondrial translation	GO:0032543	ORF|Verified	True
33079	YNL252C	MRPL17	S000005196	P	mitochondrion organization	GO:0007005	ORF|Verified	True
33083	YNL253W	TEX1	S000005197	P	nuclear transport	GO:0051169	ORF|Verified	True
33084	YNL253W	TEX1	S000005197	P	nucleobase-containing compound transport	GO:0015931	ORF|Verified	True
33088	YNL254C	RTC4	S000005198	P	biological_process	GO:0008150	ORF|Verified	True
33094	YNL255C	GIS2	S000005199	P	regulation of translation	GO:0006417	ORF|Verified	True
33100	YNL256W	FOL1	S000005200	P	cofactor metabolic process	GO:0051186	ORF|Verified	True
33108	YNL257C	SIP3	S000005201	P	lipid transport	GO:0006869	ORF|Verified	True
33109	YNL257C	SIP3	S000005201	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
33116	YNL258C	DSL1	S000005202	P	Golgi vesicle transport	GO:0048193	ORF|Verified	True
33117	YNL258C	DSL1	S000005202	P	peroxisome organization	GO:0007031	ORF|Verified	True
33120	YNL259C	ATX1	S000005203	P	cellular ion homeostasis	GO:0006873	ORF|Verified	True
33121	YNL259C	ATX1	S000005203	P	ion transport	GO:0006811	ORF|Verified	True
33122	YNL259C	ATX1	S000005203	P	response to chemical	GO:0042221	ORF|Verified	True
33123	YNL259C	ATX1	S000005203	P	response to oxidative stress	GO:0006979	ORF|Verified	True
33127	YNL260C	LTO1	S000005204	P	ribosomal large subunit biogenesis	GO:0042273	ORF|Verified	True
33128	YNL260C	LTO1	S000005204	P	translational initiation	GO:0006413	ORF|Verified	True
33133	YNL261W	ORC5	S000005205	P	DNA replication	GO:0006260	ORF|Verified	True
33134	YNL261W	ORC5	S000005205	P	chromatin organization	GO:0006325	ORF|Verified	True
33144	YNL262W	POL2	S000005206	P	DNA recombination	GO:0006310	ORF|Verified	True
33145	YNL262W	POL2	S000005206	P	DNA repair	GO:0006281	ORF|Verified	True
33146	YNL262W	POL2	S000005206	P	DNA replication	GO:0006260	ORF|Verified	True
33147	YNL262W	POL2	S000005206	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
33148	YNL262W	POL2	S000005206	P	chromatin organization	GO:0006325	ORF|Verified	True
33149	YNL262W	POL2	S000005206	P	chromosome segregation	GO:0007059	ORF|Verified	True
33150	YNL262W	POL2	S000005206	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
33151	YNL262W	POL2	S000005206	P	organelle fission	GO:0048285	ORF|Verified	True
33152	YNL262W	POL2	S000005206	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
33160	YNL263C	YIF1	S000005207	P	Golgi vesicle transport	GO:0048193	ORF|Verified	True
33165	YNL264C	PDR17	S000005208	P	Golgi vesicle transport	GO:0048193	ORF|Verified	True
33166	YNL264C	PDR17	S000005208	P	ion transport	GO:0006811	ORF|Verified	True
33167	YNL264C	PDR17	S000005208	P	lipid metabolic process	GO:0006629	ORF|Verified	True
33168	YNL264C	PDR17	S000005208	P	lipid transport	GO:0006869	ORF|Verified	True
33169	YNL264C	PDR17	S000005208	P	response to chemical	GO:0042221	ORF|Verified	True
33174	YNL265C	IST1	S000005209	P	endosomal transport	GO:0016197	ORF|Verified	True
33184	YNL267W	PIK1	S000005211	P	lipid metabolic process	GO:0006629	ORF|Verified	True
33190	YNL268W	LYP1	S000005212	P	amino acid transport	GO:0006865	ORF|Verified	True
33191	YNL268W	LYP1	S000005212	P	ion transport	GO:0006811	ORF|Verified	True
33194	YNL269W	BSC4	S000005213	P	biological_process	GO:0008150	ORF|Verified	True
33201	YNL270C	ALP1	S000005214	P	amino acid transport	GO:0006865	ORF|Verified	True
33202	YNL270C	ALP1	S000005214	P	ion transport	GO:0006811	ORF|Verified	True
33211	YNL271C	BNI1	S000005215	P	cell budding	GO:0007114	ORF|Verified	True
33212	YNL271C	BNI1	S000005215	P	cytokinesis	GO:0000910	ORF|Verified	True
33213	YNL271C	BNI1	S000005215	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
33214	YNL271C	BNI1	S000005215	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
33215	YNL271C	BNI1	S000005215	P	protein complex biogenesis	GO:0070271	ORF|Verified	True
33216	YNL271C	BNI1	S000005215	P	regulation of organelle organization	GO:0033043	ORF|Verified	True
33225	YNL272C	SEC2	S000005216	P	exocytosis	GO:0006887	ORF|Verified	True
33230	YNL273W	TOF1	S000005217	P	DNA repair	GO:0006281	ORF|Verified	True
33231	YNL273W	TOF1	S000005217	P	DNA replication	GO:0006260	ORF|Verified	True
33232	YNL273W	TOF1	S000005217	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
33233	YNL273W	TOF1	S000005217	P	chromosome segregation	GO:0007059	ORF|Verified	True
33234	YNL273W	TOF1	S000005217	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
33235	YNL273W	TOF1	S000005217	P	organelle fission	GO:0048285	ORF|Verified	True
33236	YNL273W	TOF1	S000005217	P	regulation of DNA metabolic process	GO:0051052	ORF|Verified	True
33237	YNL273W	TOF1	S000005217	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
33242	YNL274C	GOR1	S000005218	P	monocarboxylic acid metabolic process	GO:0032787	ORF|Verified	True
33248	YNL275W	BOR1	S000005219	P	ion transport	GO:0006811	ORF|Verified	True
33249	YNL275W	BOR1	S000005219	P	protein targeting	GO:0006605	ORF|Verified	True
33255	YNL277W	MET2	S000005221	P	cellular amino acid metabolic process	GO:0006520	ORF|Verified	True
33261	YNL278W	CAF120	S000005222	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
33267	YNL279W	PRM1	S000005223	P	conjugation	GO:0000746	ORF|Verified	True
33268	YNL279W	PRM1	S000005223	P	membrane fusion	GO:0061025	ORF|Verified	True
33274	YNL280C	ERG24	S000005224	P	lipid metabolic process	GO:0006629	ORF|Verified	True
33278	YNL281W	HCH1	S000005225	P	protein folding	GO:0006457	ORF|Verified	True
33279	YNL281W	HCH1	S000005225	P	response to heat	GO:0009408	ORF|Verified	True
33285	YNL282W	POP3	S000005226	P	RNA catabolic process	GO:0006401	ORF|Verified	True
33286	YNL282W	POP3	S000005226	P	rRNA processing	GO:0006364	ORF|Verified	True
33287	YNL282W	POP3	S000005226	P	snoRNA processing	GO:0043144	ORF|Verified	True
33288	YNL282W	POP3	S000005226	P	tRNA processing	GO:0008033	ORF|Verified	True
33294	YNL283C	WSC2	S000005227	P	cell wall organization or biogenesis	GO:0071554	ORF|Verified	True
33295	YNL283C	WSC2	S000005227	P	response to heat	GO:0009408	ORF|Verified	True
33296	YNL283C	WSC2	S000005227	P	signaling	GO:0023052	ORF|Verified	True
33302	YNL284C	MRPL10	S000005228	P	mitochondrial translation	GO:0032543	ORF|Verified	True
33303	YNL284C	MRPL10	S000005228	P	mitochondrion organization	GO:0007005	ORF|Verified	True
33309	YNL286W	CUS2	S000005230	P	RNA splicing	GO:0008380	ORF|Verified	True
33310	YNL286W	CUS2	S000005230	P	mRNA processing	GO:0006397	ORF|Verified	True
33317	YNL287W	SEC21	S000005231	P	Golgi vesicle transport	GO:0048193	ORF|Verified	True
33320	YNL288W	CAF40	S000005232	P	DNA-templated transcription, elongation	GO:0006354	ORF|Verified	True
33321	YNL288W	CAF40	S000005232	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
33324	YNL289W	PCL1	S000005233	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
33325	YNL289W	PCL1	S000005233	P	protein phosphorylation	GO:0006468	ORF|Verified	True
33326	YNL289W	PCL1	S000005233	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
33327	YNL289W	PCL1	S000005233	P	regulation of protein modification process	GO:0031399	ORF|Verified	True
33334	YNL290W	RFC3	S000005234	P	DNA repair	GO:0006281	ORF|Verified	True
33335	YNL290W	RFC3	S000005234	P	DNA replication	GO:0006260	ORF|Verified	True
33336	YNL290W	RFC3	S000005234	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
33337	YNL290W	RFC3	S000005234	P	chromosome segregation	GO:0007059	ORF|Verified	True
33344	YNL291C	MID1	S000005235	P	ion transport	GO:0006811	ORF|Verified	True
33349	YNL292W	PUS4	S000005236	P	RNA modification	GO:0009451	ORF|Verified	True
33350	YNL292W	PUS4	S000005236	P	tRNA processing	GO:0008033	ORF|Verified	True
33361	YNL293W	MSB3	S000005237	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
33362	YNL293W	MSB3	S000005237	P	endocytosis	GO:0006897	ORF|Verified	True
33363	YNL293W	MSB3	S000005237	P	exocytosis	GO:0006887	ORF|Verified	True
33370	YNL294C	RIM21	S000005238	P	cell wall organization or biogenesis	GO:0071554	ORF|Verified	True
33371	YNL294C	RIM21	S000005238	P	invasive growth in response to glucose limitation	GO:0001403	ORF|Verified	True
33372	YNL294C	RIM21	S000005238	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
33373	YNL294C	RIM21	S000005238	P	regulation of organelle organization	GO:0033043	ORF|Verified	True
33374	YNL294C	RIM21	S000005238	P	sporulation	GO:0043934	ORF|Verified	True
33375	YNL294C	RIM21	S000005238	P	vacuole organization	GO:0007033	ORF|Verified	True
33390	YNL297C	MON2	S000005241	P	Golgi vesicle transport	GO:0048193	ORF|Verified	True
33391	YNL297C	MON2	S000005241	P	endocytosis	GO:0006897	ORF|Verified	True
33392	YNL297C	MON2	S000005241	P	endosomal transport	GO:0016197	ORF|Verified	True
33393	YNL297C	MON2	S000005241	P	protein targeting	GO:0006605	ORF|Verified	True
33400	YNL298W	CLA4	S000005242	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
33401	YNL298W	CLA4	S000005242	P	lipid transport	GO:0006869	ORF|Verified	True
33402	YNL298W	CLA4	S000005242	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
33403	YNL298W	CLA4	S000005242	P	nuclear transport	GO:0051169	ORF|Verified	True
33404	YNL298W	CLA4	S000005242	P	organelle fission	GO:0048285	ORF|Verified	True
33405	YNL298W	CLA4	S000005242	P	organelle inheritance	GO:0048308	ORF|Verified	True
33406	YNL298W	CLA4	S000005242	P	protein phosphorylation	GO:0006468	ORF|Verified	True
33407	YNL298W	CLA4	S000005242	P	protein targeting	GO:0006605	ORF|Verified	True
33408	YNL298W	CLA4	S000005242	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
33409	YNL298W	CLA4	S000005242	P	regulation of organelle organization	GO:0033043	ORF|Verified	True
33410	YNL298W	CLA4	S000005242	P	regulation of transport	GO:0051049	ORF|Verified	True
33411	YNL298W	CLA4	S000005242	P	response to chemical	GO:0042221	ORF|Verified	True
33412	YNL298W	CLA4	S000005242	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
33413	YNL298W	CLA4	S000005242	P	vacuole organization	GO:0007033	ORF|Verified	True
33418	YNL299W	TRF5	S000005243	P	RNA catabolic process	GO:0006401	ORF|Verified	True
33419	YNL299W	TRF5	S000005243	P	snoRNA processing	GO:0043144	ORF|Verified	True
33428	YNL301C	RPL18B	S000005245	P	cytoplasmic translation	GO:0002181	ORF|Verified	True
33433	YNL302C	RPS19B	S000005246	P	cytoplasmic translation	GO:0002181	ORF|Verified	True
33434	YNL302C	RPS19B	S000005246	P	nuclear transport	GO:0051169	ORF|Verified	True
33435	YNL302C	RPS19B	S000005246	P	nucleobase-containing compound transport	GO:0015931	ORF|Verified	True
33436	YNL302C	RPS19B	S000005246	P	ribosomal small subunit biogenesis	GO:0042274	ORF|Verified	True
33447	YNL304W	YPT11	S000005248	P	mitochondrion organization	GO:0007005	ORF|Verified	True
33448	YNL304W	YPT11	S000005248	P	organelle inheritance	GO:0048308	ORF|Verified	True
33456	YNL305C	BXI1	S000005249	P	response to chemical	GO:0042221	ORF|Verified	True
33457	YNL305C	BXI1	S000005249	P	signaling	GO:0023052	ORF|Verified	True
33463	YNL306W	MRPS18	S000005250	P	mitochondrial translation	GO:0032543	ORF|Verified	True
33464	YNL306W	MRPS18	S000005250	P	mitochondrion organization	GO:0007005	ORF|Verified	True
33469	YNL307C	MCK1	S000005251	P	DNA repair	GO:0006281	ORF|Verified	True
33470	YNL307C	MCK1	S000005251	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
33471	YNL307C	MCK1	S000005251	P	chromosome segregation	GO:0007059	ORF|Verified	True
33472	YNL307C	MCK1	S000005251	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
33473	YNL307C	MCK1	S000005251	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
33474	YNL307C	MCK1	S000005251	P	organelle fission	GO:0048285	ORF|Verified	True
33475	YNL307C	MCK1	S000005251	P	peptidyl-amino acid modification	GO:0018193	ORF|Verified	True
33476	YNL307C	MCK1	S000005251	P	protein phosphorylation	GO:0006468	ORF|Verified	True
33477	YNL307C	MCK1	S000005251	P	response to heat	GO:0009408	ORF|Verified	True
33478	YNL307C	MCK1	S000005251	P	response to osmotic stress	GO:0006970	ORF|Verified	True
33479	YNL307C	MCK1	S000005251	P	sporulation	GO:0043934	ORF|Verified	True
33483	YNL308C	KRI1	S000005252	P	rRNA processing	GO:0006364	ORF|Verified	True
33484	YNL308C	KRI1	S000005252	P	ribosomal small subunit biogenesis	GO:0042274	ORF|Verified	True
33490	YNL309W	STB1	S000005253	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
33491	YNL309W	STB1	S000005253	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
33495	YNL310C	ZIM17	S000005254	P	mitochondrion organization	GO:0007005	ORF|Verified	True
33496	YNL310C	ZIM17	S000005254	P	protein folding	GO:0006457	ORF|Verified	True
33497	YNL310C	ZIM17	S000005254	P	protein targeting	GO:0006605	ORF|Verified	True
